customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0345,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,57.15,420.56,No
CUST-0346,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.1,1021.86,No
CUST-0347,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.69,,No
CUST-0348,Female,1,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1016.43,No
CUST-0349,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.99,810.14,No
CUST-0350,Male,0,Yes,Yes,56,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,59.8,3365.22,No
CUST-0351,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,89.79,4291.01,No
CUST-0352,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),86.69,3819.7,No
CUST-0353,Male,0,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1169.54,No
CUST-0354,Female,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,781.23,No
CUST-0355,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,57.92,1119.29,No
CUST-0356,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.31,4494.88,No
CUST-0357,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,72.38,4776.45,No
CUST-0358,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,76.09,156.72,No
CUST-0359,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,78.99,4169.19,No
CUST-0360,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,59.34,3725.93,No
CUST-0361,Female,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.42,1339.05,No
CUST-0362,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,75.03,,No
CUST-0363,Male,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.66,1614.39,No
CUST-0364,Female,0,No,No,61,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),35.08,2131.03,No
CUST-0365,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,68.15,193.32,No
CUST-0366,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.08,5378.73,No
CUST-0367,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,40.9,1184.74,No
CUST-0368,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.76,55.55,Yes
CUST-0369,Male,1,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),47.91,2913.33,No
CUST-0370,Male,1,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,47.01,2254.66,No
CUST-0371,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,35.92,285.82,No
CUST-0372,Female,0,Yes,No,30,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),46.49,1395.6,No
CUST-0373,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.94,4423.4,No
CUST-0374,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.26,2031.91,No
CUST-0375,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,63.55,1534.67,No
CUST-0376,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,62.26,2150.22,No
CUST-0377,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.7,506.08,No
CUST-0378,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.77,,No
CUST-0379,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.24,3661.36,No
CUST-0380,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.54,3528.71,No
CUST-0381,Female,0,Yes,No,61,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,60.02,3662.56,No
CUST-0382,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.58,2166.31,No
CUST-0383,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.7,2139.11,No
CUST-0384,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,61.66,3876.24,No
CUST-0385,Male,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.37,2591.21,No
CUST-0386,Female,0,No,No,28,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.87,1875.55,No
CUST-0387,Male,0,Yes,No,58,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.75,4847.31,Yes
CUST-0388,Male,0,Yes,No,70,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),69.82,4883.6,No
CUST-0389,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),48.97,385.07,No
CUST-0390,Male,0,No,No,5,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.71,308.88,No
CUST-0391,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.09,873.82,No
CUST-0392,Male,1,Yes,Yes,57,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,62.31,3557.18,No
CUST-0393,Female,0,No,No,16,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,60.58,954.51,No
CUST-0394,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),59.24,891.87,No
CUST-0395,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.09,153.64,No
CUST-0396,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.81,1191.64,No
CUST-0397,Female,0,No,Yes,63,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,50.96,3204.06,No
CUST-0398,Female,1,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.85,1991.07,No
CUST-0399,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.49,1432.55,No
CUST-0400,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,742.59,No
CUST-0401,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.32,2796.9,No
CUST-0402,Female,0,No,Yes,60,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,44.73,2681.11,No
CUST-0403,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.64,840.37,Yes
CUST-0404,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.93,760.25,No
CUST-0405,Female,0,Yes,No,53,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.62,2897.97,No
CUST-0406,Female,1,Yes,No,15,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.69,838.54,No
CUST-0407,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.41,456.05,Yes
CUST-0408,Female,0,No,Yes,58,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),62.61,3643.71,No
CUST-0409,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.62,3181.16,Yes
CUST-0410,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.43,769.8,No
CUST-0411,Male,0,No,No,58,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,40.73,2377.97,No
CUST-0412,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,56.08,46.41,No
CUST-0413,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.15,538.36,Yes
CUST-0414,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.64,3216.61,Yes
CUST-0415,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.4,555.14,No
CUST-0416,Male,0,Yes,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,40.58,36.95,Yes
CUST-0417,Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,39.62,1943.32,No
CUST-0418,Female,1,No,Yes,11,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.66,598.96,No
CUST-0419,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,72.07,1586.2,Yes
CUST-0420,Female,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,294.55,No
CUST-0421,Female,1,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),68.55,4181.17,No
CUST-0422,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.93,5548.07,No
CUST-0423,Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.21,2243.92,No
CUST-0424,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.01,3693.97,No
CUST-0425,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,59.02,2177.24,No
CUST-0426,Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),69.08,4566.41,No
CUST-0427,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),62.7,3730.25,No
CUST-0428,Female,0,Yes,No,0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.46,0.0,No
CUST-0429,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,80.09,3518.82,No
CUST-0430,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.67,1856.7,No
CUST-0431,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.47,1081.86,No
CUST-0432,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),51.65,635.31,No
CUST-0433,Male,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.15,,Yes
CUST-0434,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,53.97,308.3,No
CUST-0435,Female,0,No,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,45.83,957.29,No
CUST-0436,Female,0,Yes,No,52,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,34.86,1808.67,No
CUST-0437,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,61.6,188.47,No
CUST-0438,Female,1,Yes,No,22,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.12,1015.2,No
CUST-0439,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),75.69,5215.73,No
CUST-0440,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.47,2210.52,No
CUST-0441,Male,0,Yes,No,27,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,42.64,1142.59,No
CUST-0442,Female,0,Yes,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.88,326.11,No
CUST-0443,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,75.9,16.22,No
CUST-0444,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.3,,No
CUST-0445,Female,0,No,No,62,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,62.86,3897.92,No
CUST-0446,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,60.93,1289.21,No
CUST-0447,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,48.24,3330.51,No
CUST-0448,Female,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.01,1469.34,No
CUST-0449,Male,1,No,Yes,34,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.15,1884.95,No
CUST-0450,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),60.97,247.42,No
CUST-0451,Female,0,No,Yes,59,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,45.04,2635.51,No
CUST-0452,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.36,1603.66,No
CUST-0453,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.47,3461.76,No
CUST-0454,Female,1,No,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,42.25,1989.14,No
CUST-0455,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),75.48,393.75,No
CUST-0456,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.82,5278.6,No
CUST-0457,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),59.27,3448.94,No
CUST-0458,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.15,882.56,No
CUST-0459,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.17,4569.47,No
CUST-0460,Male,0,No,No,17,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),27.97,457.58,No
CUST-0461,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,61.41,44.7,No
CUST-0462,Male,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,53.88,385.67,No
CUST-0463,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.16,4260.8,No
CUST-0464,Male,0,No,No,37,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,61.05,2251.8,No
CUST-0465,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.99,2902.39,No
CUST-0466,Male,0,No,Yes,26,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.85,1428.73,No
CUST-0467,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.3,390.18,No
CUST-0468,Male,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.12,296.63,No
CUST-0469,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),76.02,3189.29,No
CUST-0470,Female,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,55.06,3301.36,No
CUST-0471,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.81,2683.14,No
CUST-0472,Female,1,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.55,2666.66,No
CUST-0473,Male,0,No,No,66,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49.26,3251.69,No
CUST-0474,Female,0,No,No,34,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.31,1697.42,No
CUST-0475,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),36.46,519.84,No
CUST-0476,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.86,1301.1,No
CUST-0477,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.14,289.46,Yes
CUST-0478,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,70.13,2359.85,No
CUST-0479,Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),48.74,2826.34,No
CUST-0480,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.05,1322.32,Yes
CUST-0481,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.63,3593.51,No
CUST-0482,Female,0,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.44,1978.34,No
CUST-0483,Male,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,853.87,No
CUST-0484,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.57,3244.11,Yes
CUST-0485,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.02,667.68,No
CUST-0486,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.44,2392.42,No
CUST-0487,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.22,1099.76,No
CUST-0488,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.39,2810.13,No
CUST-0489,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,66.91,2077.56,No
CUST-0490,Male,0,No,No,54,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),39.24,2115.62,No
CUST-0491,Female,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.79,1805.35,No
CUST-0492,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,14.99,No
CUST-0493,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.95,2443.8,No
CUST-0494,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.29,602.29,No
CUST-0495,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.07,536.07,No
CUST-0496,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),68.79,4614.31,No
CUST-0497,Male,1,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,57.44,3457.1,No
CUST-0498,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.85,1742.87,No
CUST-0499,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),86.39,1586.58,No
CUST-0500,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),96.74,4068.22,No
CUST-0501,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,65.98,4280.1,No
CUST-0502,Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.22,3261.46,No
CUST-0503,Male,1,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.05,1362.16,No
CUST-0504,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,73.76,1774.99,No
CUST-0505,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),51.5,957.26,No
CUST-0506,Male,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.92,1364.79,No
CUST-0507,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.53,672.89,No
CUST-0508,Male,1,Yes,No,10,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.4,490.78,No
CUST-0509,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.79,1286.53,No
CUST-0510,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.63,757.75,No
CUST-0511,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.22,1929.19,No
CUST-0512,Female,1,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1123.31,No
CUST-0513,Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.16,4648.41,No
CUST-0514,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.48,312.42,No
CUST-0515,Female,0,No,No,50,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,1745.66,No
CUST-0516,Male,1,Yes,No,20,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.41,918.09,No
CUST-0517,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,64.68,710.71,No
CUST-0518,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),76.02,3696.54,No
CUST-0519,Female,1,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,37.94,114.71,No
CUST-0520,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),57.73,2368.07,No
